id,province,municipality,name,lat,lng,type,openAllYear,paid,free,warning,codes,rawTags
2f97dcc7acfb6cf3,A CORUÑA,A Capela,Parking Fraga do Eume,43.42972,-8.05944,PK,1,1,0,0,PN|AL|RT|WI,(PK)@€/Pn/Al/Rt/Wi
c94805f295905494,A CORUÑA,A Coruña,Área de O Portiño,43.37167,-8.44472,PU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
97598abb68560acd,A CORUÑA,A Coruña [Marina],Área de Marina-Coruña,43.36972,-8.38778,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Vg/Wi
3e9e69670da798f7,A CORUÑA,A Coruña [Yakart],Area de Yakart-A Coruña,43.33222,-8.42472,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|SM|GA|VG,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Sm/Ga/Vg
cb01cb6d851d58b4,A CORUÑA,A Laracha,Área de E. S. O Corgo,43.23056,-8.46778,RU,1,0,1,0,PN|AL|AG|AN|GA,(RU)@#/Pn/Al/Ag/An/Ga
544e88996793ca91,A CORUÑA,A Laracha,Área de O Regado,43.24972,-8.61694,PU,1,0,1,0,PN|AL|AG|AN|PI|GA,(PU)@#/Pn/Al/Ag/An/Pi/Ga
92fa765c1cbabee4,A CORUÑA,A Pobra de Caramiñal,Apartadiño Camper Park,42.59,-8.93556,PR,1,1,0,0,PN|AL|AG|AN|SM,(PR)@€/Pn/Al/Ag/An/Sm
be8ace45a84805cb,A CORUÑA,Abegondo,Área de Abegondo,43.18306,-8.30667,PU,1,0,1,0,PN|AL|AG|AN|PI|JU,(PU)@#/Pn/Al/Ag/An/Pi/Ju
9bb536cd9d73abed,A CORUÑA,As Pontes,Área de As Pontes,43.45111,-7.85472,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm
651c4c0e1b5697f1,A CORUÑA,As Somozas,Área de O Carballo,43.5375,-7.93861,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Sm/Ga
c6343a39824990d6,A CORUÑA,Berdeogas [Repsol],Área de Galuresa - Berdeogas,43.03194,-9.11278,RU,1,1,0,0,PN|AL|AG|AN|GA,(RU)@€/Pn/Al/Ag/An/Ga
2fc4cdf9b2c2e477,A CORUÑA,Bergondo,Parking de Bergondo,43.32444,-8.20944,PK,1,0,1,0,PN|PI|JU|RT,(PK)@#/Pn/Pi/Ju/Rt
036d01c448681fda,A CORUÑA,Bertamirans,Área de Bertamirans,42.86,-8.64833,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm
793d83743151e64c,A CORUÑA,Betanzos,Área de Betanzos,43.28389,-8.21389,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm
e28b897cc270f809,A CORUÑA,Boiro [Playa Mañons],Área de Playa Mañóns,42.63306,-8.85306,PU,1,0,1,0,PN|AL|AG|AN|PI,(PU)@#/Pn/Al/Ag/An/Pi
f395eeebee6556fd,A CORUÑA,Boiro [Playa Xardín],Área de Playa Xardín,42.64167,-8.89694,PU,1,1,0,0,PN|AL|AG|AN|PI|JU|RT|SM,(PU)@€/Pn/Al/Ag/An/Pi/Ju/Rt/Sm
0cb56edcd32f09c7,A CORUÑA,Brandoñas,Área de Santa María de Brandoñas,43.00333,-8.96333,CP,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|VG|WI,(CP)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Vg/Wi
06cad31546281f0f,A CORUÑA,Caion,Área de Xermaña,43.31694,-8.59417,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
3bb7107cc5603c2f,A CORUÑA,Camariñas,Parking del Puerto Deportivo,43.12667,-9.18306,PK,1,0,1,0,PN|RT|SM,(PK)@#/Pn/Rt/Sm
e31618c5faa4ae9b,A CORUÑA,Cariño,Area de Cariño,43.73361,-7.87444,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm/Ga
0fbb2f5918685308,A CORUÑA,Carnota,Área de Lombans,42.84111,-9.09667,PU,1,0,1,0,PN|AL|AG|AN|PI|JU,(PU)@#/Pn/Al/Ag/An/Pi/Ju
49aa46057f548815,A CORUÑA,Carral,Area de Carral-Repsol,43.22583,-8.35611,RU,1,0,1,0,PN|AL|AG|AN|RT|GA,(RU)@#/Pn/Al/Ag/An/Rt/Ga
2ce4d30058cac069,A CORUÑA,Cedeira,Parking del Puerto,43.65833,-8.06,PK,1,0,1,0,PN|RT|SM,(PK)@#/Pn/Rt/Sm
3104440fd687beb0,A CORUÑA,Cee,Área de Bazarra,42.96639,-9.19333,RU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(RU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
99ba3ee1dbaf98a5,A CORUÑA,Corme,Área de Corme,43.26722,-8.95417,PU,1,0,1,0,PN|AL|AG|AN,(PU)@#/Pn/Al/Ag/An
f0ef2cdadb4a5ce9,A CORUÑA,Dumbría,Área de Berdeogas,43.03306,-9.10306,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|GA,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Ga
253545f3a98cc08f,A CORUÑA,Fene,Área de Ortegal Oil,43.45028,-8.17028,RU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(RU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
312f5abaaf13bb7d,A CORUÑA,Ferrol,Área de Ferrol,43.49333,-8.23972,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm/Ga
d83371beac318a06,A CORUÑA,Fisterra,Área de O Campo,42.91111,-9.26333,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|SM|GA|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Sm/Ga/Vg/Wi
d902442b36513a5e,A CORUÑA,Fisterra [Faro],Parking de El Faro,42.88722,-9.27222,PK,1,0,1,0,PN,(PK)@#/Pn
e88471b816daf657,A CORUÑA,Fisterra [Langosteira],Parking de Playa Langosteira,42.92333,-9.26167,PK,1,0,1,0,PN|RT|SM,(PK)@#/Pn/Rt/Sm
e952c1555093a055,A CORUÑA,Lapido,Área de Los Ángeles Gas,42.86417,-8.62917,RU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA|WI,(RU)@#/Pn/Al/Ag/An/Rt/Sm/Ga/Wi
2aeb66e7e2e059fb,A CORUÑA,Laxe [Santa Rosa],Área de Laxe (Santa Rosa),43.21361,-8.9975,RU,1,1,0,0,PN|AL|AG|AN|GA,(RU)@€/Pn/Al/Ag/An/Ga
e83aa6daf3338774,A CORUÑA,Ledoño,Área de Repsol-Ledoño,43.26944,-8.40889,RU,1,1,0,0,PN|AL|AG|AN|RT|SM|GA|VG,(RU)@€/Pn/Al/Ag/An/Rt/Sm/Ga/Vg
8767bbc51191681d,A CORUÑA,Luou-Teo,Area de O Fogar do Santiso,42.7975,-8.58361,PR,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|VG|WI,(PR)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Vg/Wi
eab207706702ad12,A CORUÑA,Mazaricos,Área de Mazaricos,42.93472,-8.99083,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Sm
20d9d14c201658e2,A CORUÑA,Melide,Área de Melide,42.91083,-8.01167,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
f1f606cb1787204a,A CORUÑA,Milladoiro,Área de Milladoiro,42.84722,-8.58222,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm
55dd37d750c5d9c2,A CORUÑA,Monfero,Área de la Fraga do Eume,43.39639,-8.07667,PR,1,1,0,0,PN|AL|AG|AN|PI|JU|WI,(PR)@€/Pn/Al/Ag/An/Pi/Ju/Wi
73a60a22127143ea,A CORUÑA,Muros,Área de A Vouga,42.76056,-9.06222,CP,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|VG|WI,(CP)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Vg/Wi
bbc7aa87acd765a0,A CORUÑA,Muxía,Área de Muxía,43.09861,-9.21278,PU,1,0,1,0,PN|AL|AG|AN|RT,(PU)@#/Pn/Al/Ag/An/Rt
ec235e82035313c2,A CORUÑA,Narón,Área de Rio do Pozo,43.53306,-8.19556,PU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
b9ed8ad0f9e72c88,A CORUÑA,Narón,Área de San Mateo,43.53444,-8.21611,RU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(RU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
984708e7e5cb29dc,A CORUÑA,Narón,Área de Yakart-Narón,43.5325,-8.19917,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|GA|VG,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Ga/Vg
3995e724249f22e0,A CORUÑA,Negreira,Área de Negreira,42.91194,-8.73333,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm/Ga
5df06f7b66137c46,A CORUÑA,Noia (Eroski),Área de Eroski-Noia,42.79722,-8.88861,PR,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PR)@#/Pn/Al/Ag/An/Rt/Sm/Ga
9d554ce43599cb41,A CORUÑA,Noia,Parking del Paseo Marítimo,42.78528,-8.89139,PK,1,0,1,0,PN|JU|RT|SM,(PK)@#/Pn/Ju/Rt/Sm
26ab0db42b94bc1d,A CORUÑA,O Pino (Boavista),Área de Casa da Boavista,42.92222,-8.25861,PR,0,1,0,0,AL|AG|AN|PI|RT|WI,(PR)€/Al/Ag/An/Pi/Rt/Wi
3a4752ad67664ecb,A CORUÑA,Oleiros,Area de Oleiros,43.33972,-8.35472,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
008d9089df0d9a4a,A CORUÑA,Ortigueira,Area de A Preguiza,43.68592,-7.85833,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|SM|VG,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Sm/Vg
a8673190b40a8083,A CORUÑA,Padrón,Área de Padrón,42.7325,-8.66111,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
aa252204ddb5b59d,A CORUÑA,Pedroso,Área de Río Xuvia,43.52167,-8.11111,CP,0,1,0,0,AL|AG|AN|PI|JU|RT|SM|VG|WI,(CP)€/Al/Ag/An/Pi/Ju/Rt/Sm/Vg/Wi
b0795fbacb56e458,A CORUÑA,Ponteceso,Área de Ponteceso,43.24611,-8.89167,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
457c22d12d510bf1,A CORUÑA,Sada,Área de Sada,43.35472,-8.25389,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm/Ga
8f052136a686b569,A CORUÑA,Santiago de Compostela,Area de Salgueiriños,42.89556,-8.53167,PR,1,1,0,0,PN|AL|AG|AN|RT|GA|VG,(PR)@€/Pn/Al/Ag/An/Rt/Ga/Vg
ac2de9ae3f5b0039,A CORUÑA,Touro,Area de Praza do Luar,42.87111,-8.31278,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Sm
f92791f9fef9969a,A CORUÑA,Valdoviño,Camper Park A Frouxeira,43.60306,-8.13722,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|GA|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Ga/Vg/Wi
86a81339680f86d6,A CORUÑA,Vilasantar,Área de Car-Oil,43.11194,-8.14722,RU,1,1,0,0,PN|AL|AN|GA,(RU)@€/Pn/Al/An/Ga
b47a5d0ca408eefe,ÁLAVA,Agurain,Área de Agurain,42.85333,-2.38528,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm
e97997ac23a861fd,ÁLAVA,Amurrio,Área de Amurrio,43.05528,-2.99806,PU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
5951c36628e536c5,ÁLAVA,Artziniega,Área de La Bárcena,43.11806,-3.13167,PU,1,0,1,0,PN|AL|AG|AN|CE|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Ce/Rt/Sm/Ga
7e4ccbf80ebeb9e2,ÁLAVA,Elciego,Área de Barrihuelo,42.515,-2.61528,PU,0,0,1,0,AL|AG|AN|CE|PI|RT|SM,(PU)#/Al/Ag/An/Ce/Pi/Rt/Sm
9760b671426d1779,ÁLAVA,Labastida,Area de Labastida,42.58806,-2.79583,PU,1,0,1,0,PN|AL|AG|AN|CE|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ce/Ju/Rt/Sm
c3b56ad2931bffd6,ÁLAVA,Legutiano,Parque de Zabalain,42.96889,-2.64806,PK,1,0,1,0,PN|PI|JU|RT|SM|GA,(PK)@#/Pn/Pi/Ju/Rt/Sm/Ga
ffd6ee441836ead2,ÁLAVA,Llodio / Laudio,Área de Laudio,43.15389,-2.97639,PU,1,0,1,0,PN|AL|AG|AN|CE|RT|SM,(PU)@#/Pn/Al/Ag/An/Ce/Rt/Sm
f6707f887a557ae6,ÁLAVA,Nanclares de la Oca,Área de Gorbea Caravaning,42.81889,-2.78167,PR,0,1,0,0,AL|AG|AN|CE|RT|GA,(PR)€/Al/Ag/An/Ce/Rt/Ga
5cf72019b52d0fbe,ÁLAVA,Nanclares de la Oca,Área de Nanclares de la Oca,42.81944,-2.79833,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
1cacae5951fb9d72,ÁLAVA,Oyón / Oion,Área de Oyón,42.50917,-2.44194,PU,1,0,1,0,PN|AL|AG|AN|PI|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Pi/Rt/Sm/Ga
5cebc7e8f9687930,ÁLAVA,Peñacerrada / Urizaharra,Área de Peñacerrada,42.64333,-2.71194,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
2235fe2a994f043a,ÁLAVA,Santa Cruz de Campezo,Área de Campezo,42.67278,-2.34417,PU,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|GA,(PU)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Ga
c34c77bbc8986adb,ÁLAVA,Vitoria-Gasteiz,Área de Lakua,42.86667,-2.68528,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
547c9ad741aa138d,ALBACETE,Albacete,Área de Albacete,38.97694,-1.85222,PU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
06ea365293c49472,ALBACETE,Chinchilla,Área de El Cañaveral,38.92083,-1.72222,PU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
234e977b5712b1bd,ALBACETE,Elche de la Sierra,Área de Elche de La Sierra,38.45306,-2.04583,PU,1,0,1,0,PN|AL|AG|AN|PI|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Pi/Rt/Sm/Ga
7853db3414c510a1,ALBACETE,Hellín,Área de Hellín,38.50917,-1.70583,PU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
9a254f502bb0dc14,ALBACETE,Lezuza,Área de Lezuza,38.94778,-2.35389,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Sm
5f6e2f9ded21e8e8,ALBACETE,Molinicos,Área de Molinicos,38.46944,-2.23611,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm
9f4673ba87b3d3c3,ALBACETE,Riópar,Área de Riópar,38.49556,-2.42111,PU,1,0,1,0,PN|AL|AG|AN|RT|SM,(PU)@#/Pn/Al/Ag/An/Rt/Sm
5e5004d57a2dd3e8,ALBACETE,Villalgordo del Júcar,Área de Villalgordo de Júcar,39.29611,-2.06583,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm/Ga
ef2063c82d11c977,ALBACETE,Yeste,Área de Yeste,38.36056,-2.32917,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Sm/Ga
38a55fc4918b027c,ALICANTE,Alfaz del Pi,Orange Grove Camper Park,38.58556,-0.08389,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Wi
23843c1ef9859e8d,ALICANTE,Alicante,Área de Playa San Juan,38.37694,-0.41222,PU,1,1,0,0,PN|AL|AG|AN|CE|PI|RT|SM|VG|WI,(PU)@€/Pn/Al/Ag/An/Ce/Pi/Rt/Sm/Vg/Wi
b265f3e7ef1992f3,ALICANTE,Alicante [Masphaël],Área de la Granja de Masphaël,38.32417,-0.54833,PR,1,1,0,0,PN|AL|AG|AN|CE|PI,(PR)@€/Pn/Al/Ag/An/Ce/Pi
bee378d50ef1d4fb,ALICANTE,Alicante [Villafranqueza],Área de Villafranqueza,38.37806,-0.48833,RU,1,1,0,0,PN|AL|AG|AN|CE|SM|GA|VG|WI,(RU)@€/Pn/Al/Ag/An/Ce/Sm/Ga/Vg/Wi
efbb569a9068cf77,ALICANTE,Altea,Camper Park San Antonio,38.58556,-0.06,PR,1,1,0,0,PN|AL|AG|AN|CE|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Sm/Vg/Wi
ac0f0151b4dd9f29,ALICANTE,Benidorm,Área de Terra Natura,38.57056,-0.14556,PR,0,1,0,0,AL|AG|AN|CE|JU|RT|WI,(PR)€/Al/Ag/An/Ce/Ju/Rt/Wi
33480c514165cd84,ALICANTE,Benissa,Área de Benissa,38.72111,0.06,PU,1,0,1,0,PN|AL|AG|AN|CE|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Ce/Rt/Sm/Ga
419325b545fb5ec7,ALICANTE,Calpe [Austral],Área Sol de Calpe Austral,38.64444,0.06,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Vg/Wi
54279997199ef815,ALICANTE,Calpe [Boreal],Área Sol de Calpe Boreal,38.64972,0.06833,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Vg/Wi
9b8d8e1d0119988c,ALICANTE,Calpe [Mediterráneo],Mediterraneo Camper Área,38.65139,0.07,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Sm/Vg/Wi
852887081f8f65bc,ALICANTE,Calpe [Paraíso],Paraiso Camper Área,38.64889,0.06722,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Sm/Vg/Wi
1fe5c1c2cb2cf4f7,ALICANTE,Castalla,Área de Castalla,38.59583,-0.66694,PU,1,1,0,0,PN|AL|AG|AN|CE|RT|SM|GA,(PU)@€/Pn/Al/Ag/An/Ce/Rt/Sm/Ga
2f6bf76dd642cf90,ALICANTE,El Campello [Camp. Beach],Camper Área Campello Beach,38.39472,-0.40972,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Vg/Wi
946eaa29476a9788,ALICANTE,El Campello [Área 7],Camper Área 7,38.40472,-0.40972,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Vg/Wi
ac22cbe46a68f215,ALICANTE,San Fulgencio [Camper Park],Camper Park San Fulgencio,38.12083,-0.66,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|RT|SM|GA|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Rt/Sm/Ga/Vg/Wi
e6259bf0d53a96ff,ALICANTE,San Fulgencio [Ghol],Área de Ghol,38.11889,-0.65611,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|SM|GA|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Sm/Ga/Vg/Wi
5d0b913182bc80ea,ALICANTE,Santa Pola,Área del Camping Santa Pola,38.20833,-0.57417,CP,1,1,0,0,PN|AL|AG|AN|CE|PI|RT|GA|VG|WI,(CP)@€/Pn/Al/Ag/An/Ce/Pi/Rt/Ga/Vg/Wi
5aa6e0dbcdee91f0,ALMERÍA,Abla,Área de Abla,37.14472,-2.77361,PU,1,0,1,0,PN|AL|AG|AN|RT|SM|GA,(PU)@#/Pn/Al/Ag/An/Rt/Sm/Ga
91a612752d045a22,ALMERÍA,Abla-Montagón,Área de Abla-Montagón,37.15444,-2.7775,PU,1,0,1,0,PN|AL|AG|AN|PI|JU,(PU)@#/Pn/Al/Ag/An/Pi/Ju
79b532ba35bbe991,ALMERÍA,Adra,Área de Cepsa-Adra,36.765,-2.98528,RU,1,1,0,0,PN|AL|AG|AN|JU|RT|SM|GA|VG|WI,(RU)@€/Pn/Al/Ag/An/Ju/Rt/Sm/Ga/Vg/Wi
bebfe69079413071,ALMERÍA,Almerimar,Área del Puerto Deportivo Almerimar,36.6975,-2.79361,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Sm/Vg/Wi
c9380e7cd4a6b5fa,ALMERÍA,Almería,Parking Muelle de Levante,36.83222,-2.46556,PK,1,1,0,0,PN|RT|SM|GA|VG,(PK)@€/Pn/Rt/Sm/Ga/Vg
8098b7a140de3b05,ALMERÍA,Berja,Parking de Berja,36.83861,-2.94722,PK,0,0,1,0,RT|SM|GA,(PK)#/Rt/Sm/Ga
4067235e3abe06d3,ALMERÍA,Canjáyar,Área de Canjáyar,37.01444,-2.74528,PU,1,0,1,0,PN|AL|AG|AN|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Ju/Rt/Sm
1f7e95af07554e54,ALMERÍA,Carboneras [Camper Park],Camper Park Carboneras,37.00345,-1.90888,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Sm/Vg/Wi
700864c053f67c68,ALMERÍA,Carboneras [El Rancho],Camper Service El Rancho,37.00333,-1.91139,PR,1,1,0,0,PN|AL|AG|AN|CE|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Sm/Vg/Wi
f8d6a7bf50414071,ALMERÍA,El Alquián,Área de E. S. Pita,36.875,-2.33806,RU,1,1,0,0,PN|AL|AG|AN|RT|SM|GA|VG,(RU)@€/Pn/Al/Ag/An/Rt/Sm/Ga/Vg
834ab200de68751d,ALMERÍA,Huércal-Overa,Área de Huércal-Overa,37.39806,-1.94639,PU,1,1,0,0,PN|AL|AG|AN|PI|RT|SM|GA,(PU)@€/Pn/Al/Ag/An/Pi/Rt/Sm/Ga
92d5799f7f4edc4e,ALMERÍA,Los Albaricoques,Camper Park Olivares,36.84806,-2.11861,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|RT|SM|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Rt/Sm/Wi
06a849e4e32ef8ba,ALMERÍA,Los Gallardos,Área de Los Gallardos,37.16806,-1.93222,RU,1,1,0,0,PN|AL|AG|AN|RT|SM|GA,(RU)@€/Pn/Al/Ag/An/Rt/Sm/Ga
deaa66418410fb06,ALMERÍA,Matagorda-El Ejido,Área de Sotomontes,36.71639,-2.84194,RU,1,1,0,0,PN|AL|AG|AN|RT|SM|GA,(RU)@€/Pn/Al/Ag/An/Rt/Sm/Ga
018add261b4a1690,ALMERÍA,Mojácar,Área de Camping Sopalmo,37.06528,-1.86861,CP,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|VG|WI,(CP)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Vg/Wi
443fb4382553bc31,ALMERÍA,Níjar,Cabo de Gata Camper Park,36.81639,-2.14917,PR,1,1,0,0,PN|AL|AG|AN|CE|RT|GA|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Rt/Ga/Vg/Wi
66d22fe3696db3e0,ALMERÍA,Níjar,Área de Balisa,36.95556,-2.12778,RU,1,0,1,0,PN|AL|AG|AN|RT|GA|VG,(RU)@#/Pn/Al/Ag/An/Rt/Ga/Vg
410bcf09e77cf008,ALMERÍA,Roquetas de Mar,Camper Park Roquetas de Mar,36.74472,-2.61806,PR,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Vg/Wi
4aa79422391cd630,ALMERÍA,San José (Tau),Área del Camping Tau,36.7675,-2.10556,CP,0,1,0,0,AL|AG|AN|RT|SM,(CP)€/Al/Ag/An/Rt/Sm
caef9a567b0f54d5,ALMERÍA,San José [Los Escullos],Área de Los Escullos,36.80306,-2.07833,CP,1,1,0,0,PN|AL|AG|AN|CE|PI|JU|RT|SM|VG|WI,(CP)@€/Pn/Al/Ag/An/Ce/Pi/Ju/Rt/Sm/Vg/Wi
3de23a0ab98dfef8,ALMERÍA,Santopétar,Área del Mesón El Rancho,37.46056,-2.03833,PR,1,1,0,0,PN|AL|AG|AN|PI|JU|RT,(PR)@€/Pn/Al/Ag/An/Pi/Ju/Rt
c8018d5b2d0fb250,ALMERÍA,Tíjola,Área de Al-Moroc,37.34917,-2.44139,PU,1,0,1,0,PN|AL|AG|AN|PI|JU|RT|SM,(PU)@#/Pn/Al/Ag/An/Pi/Ju/Rt/Sm
7c721e4ca9bccd91,ALMERÍA,Vera [Carpe Diem],Área de Carpe Diem,37.23972,-1.86444,PR,1,1,0,0,PN|AL|AG|AN|CE|JU|SM|WI,(PR)@€/Pn/Al/Ag/An/Ce/Ju/Sm/Wi
c0384b55a0446e65,ALMERÍA,Vera [Indalo],Área de Indalo,37.26028,-1.85333,PR,1,1,0,0,PN|AL|AG|AN|CE|JU|RT|SM|VG|WI,(PR)@€/Pn/Al/Ag/An/Ce/Ju/Rt/Sm/Vg/Wi
